,base_text,tweet_class
4720,"#CourageandSacrifice | Three boys pay respects to the grandfather they never got to meet, at a new national memorial to hero police officers killed on duty.

They are pictured at the @ukpmemorial, which will be dedicated tomorrow.

Get the full story",1
20269,"From Friday @WMPDogs will be sharing some exciting content of our four legged crime fighters

From a #GermanShepherd who has won a national award  to  a #CockerSpaniel who can sniff out sim cards

Stay tuned, as next week the team will also be doing a social media takeover.",2
9621,"#APPEAL | We're appealing for help to trace three men who broke into a home in #SellyOak and confronted three women and a child with a knife and gun. 

One woman was punched during the incident on 29 January at 8pm. The trio then took the resident’s black Volvo V40 and fled.",3
8506,"We think it’s incredibly important for our staff and officers to be aware and educated on the condition and support the fantastic work done by @autism.

Find out more about how we’re getting involved",1
9757,"#WATCH | Two drug dealers got the fright of their lives when they opened the door of their flat to be greeted at gunpoint by our armed officers.

@firearmsWMP were ready to force entry when the pair happened to open the door to head out.

Full story",1
9406,"@Walsallpolice As with all community concerns, crime and anti-social behaviour, we need you to report it to us so we can get an accurate picture of what is happening and when. Information and intelligence from you is absolutely vital 
Please get in touch via live chat  on our website or101.",3
24459,"Using outdated software leaves your devices and data vulnerable to cyber criminals. Don’t make life easy for them, always install the latest updates.

#CyberProtect",1
24799,"@simondringg @DawkinsReturns We've got no information about when or where this was filmed, or any evidence that it was in the West Midlands.",2
10301,@accessstratford @WMPHistory The series was part commissioned by the @OpenUniversity,2
15555,"@MikeMacey5 No, it was people from different groups who'd come together after the pubs closed.

They've gone their separate ways now.",2
12778,"Today we're flying the purple Enable flag over HQ to show our support for #InternationalDayofPeoplewithDisabilities 

The colour purple is recognised as a symbol for people with disabilities and communicates the importance of disability equality.

#IDPWD2020",2
16405,"We’d ask people to consider the feelings of the victims’ families when they post messages.

They are dealing with an awful ordeal, and will not be helped by speculation, false rumours, and hateful messages.",2
3996,#GOODNEWS | Missing 13-year-old Sophia has been found safe and well. Thank you for sharing our appeal.,3
35292,"And here's another arrest from this morning. We're now up to 35 in custody, including someone who's JUST been arrested in connection with an assault. He allegedly held a knife to the victim. #LifeorKnife",1
20154,"#UPDATE | The issue with the 101 non-emergency number for West Midlands Police is now resolved. 

If it is not an emergency you can contact us via Live Chat on our website or by calling 101. 

Please call 999 in an emergency.",1
19192,"We’re again this weekend warning anyone planning to attend an illegal rave that they risk being arrested &amp; prosecuted. 

If you suspect a rave or illegal gathering is being organised or there is suspicious activity, contact us on Live Chat  or call 101.",3
29668,"#AWARD | Lee Getty has been awarded for tackling a shoplifter as he tried to run away from officers in #Streetly.

Thanks to his brave actions we arrested the thief who was later sent back to jail.

Well done Lee",2
10109,"Phil Field is a forensic scientist with an expertise in blood spattering.

A fleck of blood found at crime scenes, on clothing  or a weapon  helps establish who was present.

 While blood patterns assist in examining how events unfolded!

More",1
15215,"#INSPIRATION | A detective who helps bring on our investigators of the future has won at the Asian Women of Achievement Awards.

We're so proud of Neata Simpson for winning the public service category at @awaawardsuk.

 Great work, Neata! 

#AWA2020",2
6146,"@Al_roar @AdrianTempany @Al_roar Hi, Alistair. You can raise your concerns with us on our complaints form here if you wish.",1
20192,@thrualensbyliz @WMPDogs He’s gorgeous! You did a great job with him,2
42247,#MISSING Can you help us find Hayley Bradley? It's believed she is in #Birmingham. Call 101.,3
7524,"Now the kids are back at school after Easter and everyone is going out a little bit more, this is a good time to have a chat to them about knives and the consequences of carrying them.  

We know that’s not an easy chat to have so we’ve created this helpful guide.",1
28742,"In our latest #HumansofWMP to mark the start of Hanukkah which starts today, we speak to our volunteer chaplain, Rabbi Arkush.

Hanukkah is the Jewish festival of light and is about spreading goodness, kindness and light.

Read the full interview here",2
24422,"If you have any information, please get in touch via Live Chat at  between 8am and midnight, quoting crime reference 20BE/ 41948J/20. Alternatively, ring Crimestoppers anonymously on 0800 555 111.",3
20188,@WeeCID @WMPDogs @UKCopHumour  There will definitely be some puppies and we promise not to disappoint,2
40285,"People think -  ""Carrying a knife is good protection""

More than half of people who carry a knife have it used against them. Help us make teenagers realise they do have a choice. Visit our advice page to find out how 

#lifeorknife - the choice is yours.",1
1378,"@LSteson Hi Lurch, thanks for making us aware of this, I'm afraid we're not able to handle complaints on Twitter, but you can do this here",1
19847,"@GormoTTT @HelenKirkmanWMP Hi Kevin, PCC David Jamieson has committed to ensuring that the force recruits 1,000 new BAME police officers over the next three years. The number of new police officers we need to recruit is much higher, and anyone is able to apply. Full details here.",2
1057,"Some of the reasons women &amp; girls say they don’t feel safe on our streets is because they feel they are being followed by men. 

#AllMenCan make a difference by giving women space on the street or public transport. 

Find out more",1
23337,"@GuyBradley Hi, Guy. We're always out and about, but can't be everywhere at once. We rely on people reporting significant breaches to us so we can take the right action. Get in touch with us to let us know more about what you saw here.",2
8879,"#24HoursInCustody | Under 18s must have an appropriate adult. They sit in the interview and are present while the documentation is done (fingerprints, DNA, photo).

At Perry Barr we have a juvenile wing. Some blocks have dedicated juvenile cells.

More",1
5616,"#ARREST | We’ve arrested a man in connection with a collision on Stratford Road in #Sparkbrook which left a man with life-threatening injuries.

A 69-year-old was struck by a car on Saturday as the driver of the Mazda MX-5 made off on foot.

More here",1
27551,"@simes1985 Hi, Simon. Have you tried getting in touch with us via Live Chat? The wait is often much shorter.",1
33968,#UPDATE: Our injured officer underwent surgery last night and thankfully his condition isn't life threatening. He's due to return to theatre later today. We don't know his long-term prognosis at this stage and our best wishes remain with him and his family at this difficult time.,1
24099,"#WATCH | We've released this video to give a brief snapshot of what officers are facing on the frontline tackling coronavirus.

Some callous crooks are using Covid-19 as a threat to intimidate our officers and the wider public. 

Read more here",1
