,base_text,tweet_class
216,"@WASP_BS7 Hi, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",1
217,"Did you know that if you can smell gas or are worried about gas safety, you can call 0800 111 999 at any time of the day or night? 

You can find out more at:",1
218,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Deception / Fraud #police,3
219,"Have you been offered some 'easy money' just for allowing someone else to use your bank account? If something seems too good to be true, it probably is. See our website for more information",1
220,@camden You can see our statement here,2
221,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Deception / Fraud #police,3
222,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Criminal Damage #police,3
223,"Do you need to call 999 but too scared to speak or make a noise? Press 55 when dialling 999 from a mobile, this then tells the police that the call is a genuine emergency - #SilentSolution #MakeYourselfHeard",1
224,"Do you need to contact police? Save time &amp; do it online!

 Report using our online forms
 Talk to a 101 operator using #Livechat
 Use a mobile, tablet or PC

Find out more",1
225,"Did you know Special Constables have the same training and the same powers as regular police officers? We're recruiting now! #BeSpecial 

Find out more at:",1
226,"Did you know you can contact us online 24/7 through our LiveChat service? Our dedicated contact centre team are available online to answer any of your non-emergency calls or queries. It's not 999, report it online. Visit  for more or to report a crime.",1
227,"@CrewSaratoga Hi, thanks for getting in touch. The social media team wouldn't be able to help with this but you can contact us using the general contact form on our website and your query will be directed to the relevant department:  - thank you",1
228,"Have your say 

We’ve launched a survey to better understand how you feel about women’s safety.

Recent tragic events have really provoked lots of emotions, conversations and people have been keen to share their thoughts and experiences. 

We’re listening",3
229,"West Yorkshire Police is working hard to keep you safe.

Help us manage demand by thinking carefully before calling 999 or our 101 non-emergency number, so we can help those in an emergency

You can use our online services:  

#ClickB4UCall #HelpUsToHelpYou",1
230,Stop and think before you attend an illegal rave.,1
231,"We would like to remind the public about the dangers of swimming in lakes, reservoirs, rivers and canals. 

Thinking of taking a dip to cool off from the warm weather? 

Please, think again. 

#ColdWaterKills.",1
232,"This week is Neighbourhood Watch Week. Are you interested in setting-up a watch in your neighbourhood? 

Be part of it and #LetsStayConnected. 

Find out more at:",1
233,"@JonBeale10 Hi Jon, thanks for getting in touch. If you suspect drug use or dealing is taking place in your neighbourhood, report it to us via our website:",1
234,"Are you interested in making a positive difference to the lives of young people in West Yorkshire?

We are recruiting Volunteer Police Cadet Leaders in #Bradford and #Leeds. 

Find out more at:",1
235,"Could you be a #PoliceCadetLeader? We are particularly looking for volunteers in Blackley or Wigan.
 
Apply if: 
A good communicator &amp; organised 
Has experience in delivering presentations/training &amp; working with young persons.

Email neighbourhoods-confidence@gmp.police.uk",1
236,Worried that your partner is trying to control your behaviour? This could be domestic abuse,1
237,"As restrictions on pubs and restaurants are lifted, please drink responsibly and be respectful of others around you. 

One punch can kill. 

Find out more at:",1
238,"Do you need help, or are you worried about a mate?

 There’s lots of support and people ready to help.

 Tap below to find out more.

#EyesOpen @WestMidsVRU",1
239,"With the school holidays approaching, if you are worried about forced marriage, we have specially trained officers who are here to help. 

Find out more at:",1
240,"Even if you are home, some sneak in burglars will still take their chances. Keep doors and windows locked, even when you're in.",1
241,"Watch that new friend who’s buying you things and ‘looking out for you’. 

 They might be trying to take advantage of you.

 It’s not your fault.

 Find out more about people who can help.

#EyesOpen @WestMidsVRU",1
242,Domestic abuse can take the form of physical violence but it can also be controlling behaviour. Help is available for everyone,1
243,You are our additional pairs of eyes which help us to keep our roads safer. we are able to take action against driving offences we otherwise wouldn't see. Submit dash cam footage to our portal:,3
244,Did you know that Clare's Law gives any member of the public the right to ask the Police if their partner or ex-partner poses a risk to them? Call us on 101 or submit a request online,1
